screen_name,id,followers_count,friends_count,favorites_count,statuses_count,last_status,created_at,
Enchanted011511,3856074792,264,460,2059,2387,1452334020,1444548752,1,
newreasonsband,4587978202,330,1168,8,16,1451847599,1450950186,1,
Swordartbeats,4565281517,183,607,4,1,1451060197,1450768283,1,
davidatsmith,2853389183,0,15,0,16,1451300960,1414769895,1,
mkokwuc,2749891918,50,294,223,0,NULL,1408672783,2,
DHiqqins,633207680,241,904,126,38,1451945579,1342039962,1,
jericoboooooo12,4211787678,75,572,125,54,1451988522,1447327604,1,
Shwe2708,4632334465,86,315,399,75,1451309523,1450802729,1,
paul_ingrey,75879064,129,526,0,53,1452449426,1253481974,1,
JDKHTP,2795112595,86,314,1429,6,1451239835,1410052744,1,
jaredb1984,2962610846,31,188,3,3,1451733793,1420617976,1,
shaggy3ca,4492470985,7,62,10,6,1451865362,1449543617,1,
Bloody_Bursts,3641642654,333,838,2253,493,1452486224,1442869811,1,
anup_sa7,2647049660,71,951,0,10,1434621809,1405406787,1,
TheAcidApproach,4501972573,39,115,1,21,1452431680,1449620533,1,
H_Stryker94,4586615673,55,178,0,5,1451112068,1450940192,1,
teoasyer2345,4638626054,33,165,35,267,1452360001,1450893930,1,
EvyKocab,198193867,51,118,14,170,1452211110,1286123290,1,
KingMowgli92,4585984937,134,315,135,73,1452107510,1450934691,1,
ThEUpRISING75,4585932135,31,83,0,85,1452437608,1450934690,1,
rodxxlee,4641402380,66,231,219,83,1452348459,1450934549,1,
RyanPreske,23818508,97,487,2,328,1442116367,1236801616,1,
haas_shirley,1902218443,5,47,2,9,1450024352,1380066711,1,
iamscreamomusic,4080839303,3,12,0,5,1452231527,1446275253,1,
bigal4272,885735828,214,977,712,1335,1452471716,1350437148,1,
rebekah281101,3349850638,93,331,153,28,1451438268,1435526122,1,
Guitar_Blaster,2975467791,29,58,67,113,1452287105,1421104091,1,
mikekmusic,161342440,3075,3425,441,3292,1452324265,1277914327,1,
scottfreeband,1449099932,84,204,605,582,1452484507,1369233022,1,
MorrisMargo,322037190,16,26,0,5,1448306886,1308754592,1,
carlos_felipe18,1556864702,83,258,32,182,1452482158,1372553231,1,
sezrwacey,4495071375,4,27,104,1,1450208424,1450207716,1,
PolishPrince21,65629513,182,664,1134,898,1451667004,1250255065,1,
GoNBid,3367647322,44,116,489,302,1452469444,1436447147,1,
DylanTheFishy,2828782542,42108,33624,33699,14277,1452489275,1411510052,1,
yueb_tweets,165776927,1974,3014,8,689,1452435686,1278944647,1,
Donbebot,2993230723,245,1086,2350,4830,1452223189,1422008837,1,
Lidtourento,27833441,110,260,1,333,1452045261,1238485083,1,
bradly3242,1355940373,11,74,1,0,NULL,1366082388,2,
ADornan98,2784445464,432,542,109,34,1451951672,1409594303,1,
lethalvendettab,185199221,21,62,0,177,1452237757,1283259657,1,
EhecatlCampos,4640273414,12,64,8,12,1452480938,1450918296,1,
Michael39918927,4528144583,9,46,14,4,1451669999,1450470311,1,
rhenz_manuel,3182689117,65,145,321,46,1451726568,1430557348,1,
GOSully,25895793,202,382,1062,16617,1452456507,1237761302,1,
laroutemusic,3405811733,22,119,0,22,1450916408,1438877174,1,
alienpro_mx,1357777615,470,1486,1,84,1452470114,1366142582,1,
Guitar_Lover_YT,2972233281,3068,3153,37,76,1450807123,1420933853,1,
MarcusWAlbrecht,2552843341,8,59,0,0,NULL,1402155481,2,
SebaKofre,4579238953,16,36,0,16,1450916894,1450307363,1,
gregmicmusic,4639971739,7,31,0,0,NULL,1450913112,2,
lopez_alvarito,1666099044,100,64,76,2786,1452073337,1376345193,1,
salem_ami,918076968,711,3017,9,83,1437603717,1351736698,1,
EzarikJustine,2882895545,919,1922,7522,18570,1452476623,1416332851,1,
janscvetkovic,4474171709,145,615,5,7,1452181092,1450041572,1,
AbdulPadilla9,4576239323,57,190,0,2,1450892248,1450856444,1,
t_dwily,407491966,742,5001,7858,31545,1452488986,1320726794,1,
SofiaFabiana22,413305065,171,235,466,380,1452361976,1321382269,1,
Joeamr7,307812231,243,114,8,1262,1452240317,1306750270,1,
MoviesNGuitars,4517964561,21,88,8,16,1452465486,1450389128,1,
tomashford343,4396861036,32,210,3,0,NULL,1449428308,2,
rifflord001,4639602554,45,242,0,2,1451429448,1450908362,1,
Sarasilva2106,4188381147,67,192,452,9,1452111385,1447528119,1,
Whiskey_Grim,4582737141,62,257,1,4,1451758840,1450909017,1,
robysili,355809432,111,225,2,14786,1452431690,1313448345,1,
rmskar111,243421910,107,239,71,0,NULL,1296089028,2,
StormriseRock,1388058728,152,495,38,26,1452259813,1367187750,1,
Voiceofmemphis,2798090594,67,165,2,44,1451187491,1410189396,1,
karatedomom,408984053,22,108,51,29,1452135317,1320898057,1,
ItsNatalieok,2371041390,492,2222,8886,358,1452481967,1393887390,1,
jakester082811,4633251547,9,65,38,29,1452485179,1450816205,1,
T_Remor,4539180262,24,84,1,2,1450983033,1450558326,1,
DSC_Band,3387804237,200,583,6,10,1451339288,1437593551,1,
deluxejamcom,1397656892,49,147,18,19,1452460473,1367514056,1,
GHorizone,4348170683,11,39,24,5,1451491731,1449040732,1,
BrennerZach,901207632,25,219,19,4,1452408514,1351055691,1,
mlabellamusic,3404599835,65,142,6,30,1452194801,1438801753,1,
MotionVDevice,378710180,3475,918,68,48134,1452476335,1316799364,1,
TuomasHonkonen,596310359,17,90,9,16,1452236121,1338544149,1,
HaikuReview2015,242004953,759,1467,108,547,1452452519,1295806381,1,
YuraniFonseca1,4581468635,28,127,2,2,1452049933,1450898418,1,
la_vida_realist,4571731889,11,82,32,5,1451834373,1450820063,1,
toni_tauriainen,4581548956,12,75,0,0,NULL,1450898534,2,
RayzerAnarky,4581406037,3,21,0,0,NULL,1450897914,2,
jimmyjam4ever,65085216,76,380,150,19,1452373489,1250095323,1,
drewthedroid,2191081237,12,32,7,10,1452211132,1384291765,1,
Lewis_KiL,4518309555,29,112,10,6,1452297536,1450391887,1,
Gonzalop61,2439689329,50,156,17,41,1451480799,1397288600,1,
HugoRosen1,4638690433,4,2,0,0,NULL,1450894116,2,
Im_Punk_Rock128,4580758233,49,86,210,318,1452466493,1450893143,1,
_EricSnyder_,2677369394,147,573,461,1056,1452475675,1406216025,1,
blewis216,432618918,148,1137,15,817,1448653053,1323446449,1,
WengYeShu,49923611,9,70,3,0,NULL,1245745662,2,
gwachob,11781,1871,1971,188,20581,1452277414,1162968109,1,
gwachob,11781,1871,1971,188,20581,1452277414,1162968109,1,
noexplicitxx,2501404938,15,1978,11,0,NULL,1400328773,2,
QuarterNoteClub,3932485751,46,77,4,25,1451677639,1444610814,1,
ExcelRecords00,2409397591,9854,6584,5198,2989,1452447404,1395685676,1,
kbludoguitar,4580105853,82,327,194,30,1452441893,1450887914,1,
ACDCAcDc7,4555192415,64,196,34,60,1451075822,1450687339,1,
sbelkin2,3668682076,396,1314,9,0,NULL,1442358134,2,
AleksiSinivaara,4501257867,52,57,24,12,1451529822,1450256796,1,
JoseangelAhh,2925367745,23,167,17,6,1432758205,1418751231,1,
Jjsweeney59,2478284016,9,26,0,5,1399480046,1399292663,1,
kestorm,70163318,72,129,5,28,1426772788,1251652249,1,
ajithky001,107336989,85,764,8,6,1451566781,1264143452,1,
GP679,4514712875,8,93,0,0,NULL,1450362959,2,
sburst666,121136310,20,132,56,102,1438366484,1268059746,1,
aziz_addibai,2536473254,191,298,1349,2804,1452490364,1401505843,1,
gearsource,23473287,1514,911,78,2037,1451991872,1236622355,1,
NashleyJe,636300959,75,334,7351,688,1452275553,1342370856,1,
Mikedeclarewar,216169283,83,271,3,1,1418899556,1289863995,1,
jamsanton,270520572,54,245,68,77,1450973167,1300822316,1,
phongzkie023,3615121873,170,1038,23,57,1450882909,1442659295,1,
h_arguello,357952624,58,456,1566,225,1452435610,1313727711,1,
Spreadnroll,4409953161,49,168,4,10,1451352031,1449533011,1,
MyRockWorld70,3189093659,4731,3141,4790,6870,1452467717,1429587430,1,
cjfc15,3433140868,30,119,9,15,1451602657,1440093744,1,
fate_chosen,4219041869,216,900,182,53,1452231614,1447861485,1,
pwsmithj,33822983,265,839,1103,4928,1452459773,1240291413,1,
elehayym_335,3314648875,14,36,13,176,1452478348,1439515838,1,
e_swear,3024755488,63,186,267,127,1452134414,1423389958,1,
FreedlanderDean,4532447294,3,5,0,0,NULL,1449873912,2,
Oddtodd53,4571003957,8,39,0,20,1452264802,1450814200,1,
nilsklofver,84433561,128,141,57,153,1450878722,1256248496,1,
AmanAgarwal9999,207433078,27,64,32,154,1452490868,1287999972,1,
bluespope,2929197263,5,42,2,2,1443447393,1418890971,1,
AnninaLago,4718181519,8,67,7,10,1452538996,1452027523,1,
noel_sartori,547344085,13,49,3,1,1432868739,1333776024,1,
angilasapkota_,1425156614,974,913,3545,4107,1452538135,1368439838,1,
fallenstacie,64864005,328,2006,1412,9869,1452538610,1250033678,1,
mrsbenhoward,1628436146,109,73,201,225,1450860766,1375034951,1,
PMyrvold,593697610,5,26,0,0,NULL,1338297191,2,
Tracyhayss,2480501025,50,98,912,718,1452457004,1397360803,1,
indianhotelier,4723791432,5,80,1,3,1452453854,1452177716,1,
TheAnimeDreamer,1058015808,834,2162,13725,7686,1452535928,1357226060,1,
MarkyDonald,3303618778,41,60,175,212,1452536536,1432980056,1,
jpferraraiii,1400778728,12,979,0,0,NULL,1367616304,2,
robynanne,19147357,4437,4862,2388,4581,1452537404,1232293459,1,
HSmith1983,252137234,65,182,10,344,1420325438,1297697522,1,
grace_delanouve,4701243100,22,78,48,71,1452536200,1451879039,1,
nikollostakova,4717901657,9,38,58,0,NULL,1452024650,2,
Hazelgoodman13,2343228045,0,21,0,0,NULL,1392387275,2,
whoody75,2634341997,76,481,123,593,1452452700,1403525196,1,
Elliot114,302705335,297,222,47,20,1452272527,1305995613,1,
msparks123,3958770376,31,159,79,85,1452481566,1444852528,1,
aurora_vicenzi,4767302543,4,20,1,0,NULL,1452455878,2,
Pepperrr1,70697906,153,1311,279,0,NULL,1251816846,2,
llaurella_,164377861,464,130,2156,4245,1452531360,1278614647,1,
JessBernera23,4395623782,3,24,4,0,NULL,1449418545,2,
MargotDeProft,4540154295,36,153,106,40,1452531536,1450567087,1,
kayd31,2504746789,53,215,1300,0,NULL,1400426069,2,
hashmanacht,3909282982,4,42,3,0,NULL,1444397012,2,
OfficialPYNRec,767895804,2182,1332,243,2890,1452528012,1345396265,1,
lorcanla,35961044,51,832,0,6,1452527341,1240886383,1,
mohayes,16968622,923,1945,500,410,1452532296,1224953763,1,
RubiM_xo,558735499,297,319,1880,18911,1452531346,1334936522,1,
Gandalf_theCREA,628063170,223,642,3070,8350,1452531070,1341543954,1,
thereconnoitre,4775827895,51,233,0,113,1452532705,1452529997,1,
troudeclef,864904597,6,38,225,0,NULL,1349539057,2,
hunterdrewsoc,4731616334,8,31,2,1,1452318071,1452313818,1,
Skeezo62,938344320,63,600,3,27,1452532330,1352521015,1,
nicolafeola,373046980,145,886,0,2,1447366023,1315951715,1,
eliselyall99,4767214935,53,139,1,1,1452529868,1452455583,1,
kaitlynhanz,314860123,38,94,2,13,1452529954,1307746405,1,
namenotloaded,4775679736,14,84,2,0,NULL,1452528187,2,
Gina_Ledgard,1512942824,38,184,11,21,1448557867,1371117491,1,
bucketofrocks,250839813,35,54,94,62,1452529394,1297463811,1,
Annafelix_,2615232335,405,389,6384,1822,1452529481,1402951877,1,
lucmgaldino,1925139517,691,262,10924,32700,1452528886,1380673983,1,
ca_sud2001,420974731,94,404,52,278,1452529817,1322216247,1,
Madcatche,4704541501,12,31,38,192,1452528389,1451847227,1,
Chloegvnn4,4252315589,564,1220,2041,872,1452537338,1448226080,1,
heathernb15,2275321521,1030,1914,173,693,1452530283,1389465573,1,
Ivy_Dazy,3330223043,804,4018,776,78,1452532953,1434491154,1,
Marissa_redden,4743728263,28,99,0,0,NULL,1452523690,2,
AnninaLago,4718181519,8,67,7,10,1452538996,1452027523,1,
noel_sartori,547344085,13,49,3,1,1432868739,1333776024,1,
angilasapkota_,1425156614,974,913,3545,4107,1452538135,1368439838,1,
fallenstacie,64864005,328,2006,1412,9869,1452538610,1250033678,1,
mrsbenhoward,1628436146,109,73,201,225,1450860766,1375034951,1,
PMyrvold,593697610,5,26,0,0,NULL,1338297191,2,
Tracyhayss,2480501025,50,98,912,718,1452457004,1397360803,1,
indianhotelier,4723791432,5,80,1,3,1452453854,1452177716,1,
TheAnimeDreamer,1058015808,834,2162,13725,7686,1452535928,1357226060,1,
MarkyDonald,3303618778,41,60,175,212,1452536536,1432980056,1,
jpferraraiii,1400778728,12,979,0,0,NULL,1367616304,2,
robynanne,19147357,4436,4862,2388,4581,1452537404,1232293459,1,
HSmith1983,252137234,65,182,10,344,1420325438,1297697522,1,
grace_delanouve,4701243100,22,78,48,71,1452536200,1451879039,1,
nikollostakova,4717901657,9,39,58,0,NULL,1452024650,2,
Hazelgoodman13,2343228045,0,21,0,0,NULL,1392387275,2,
whoody75,2634341997,76,481,123,593,1452452700,1403525196,1,
Elliot114,302705335,297,222,47,20,1452272527,1305995613,1,
msparks123,3958770376,31,159,79,85,1452481566,1444852528,1,
aurora_vicenzi,4767302543,4,20,1,0,NULL,1452455878,2,
Pepperrr1,70697906,153,1311,279,0,NULL,1251816846,2,
llaurella_,164377861,465,130,2156,4245,1452531360,1278614647,1,
JessBernera23,4395623782,3,24,4,0,NULL,1449418545,2,
MargotDeProft,4540154295,36,153,106,40,1452531536,1450567087,1,
kayd31,2504746789,53,215,1300,0,NULL,1400426069,2,
hashmanacht,3909282982,4,42,3,0,NULL,1444397012,2,
OfficialPYNRec,767895804,2183,1332,243,2890,1452528012,1345396265,1,
lorcanla,35961044,51,832,0,6,1452527341,1240886383,1,
mohayes,16968622,923,1945,500,410,1452532296,1224953763,1,
RubiM_xo,558735499,297,319,1880,18911,1452531346,1334936522,1,
Gandalf_theCREA,628063170,223,642,3070,8350,1452531070,1341543954,1,
thereconnoitre,4775827895,51,233,0,113,1452532705,1452529997,1,
troudeclef,864904597,6,38,225,0,NULL,1349539057,2,
hunterdrewsoc,4731616334,8,31,2,1,1452318071,1452313818,1,
Skeezo62,938344320,63,600,3,27,1452532330,1352521015,1,
nicolafeola,373046980,145,886,0,2,1447366023,1315951715,1,
eliselyall99,4767214935,53,139,1,1,1452529868,1452455583,1,
kaitlynhanz,314860123,38,94,2,13,1452529954,1307746405,1,
namenotloaded,4775679736,14,84,2,0,NULL,1452528187,2,
Gina_Ledgard,1512942824,38,184,11,21,1448557867,1371117491,1,
bucketofrocks,250839813,35,54,94,62,1452529394,1297463811,1,
Annafelix_,2615232335,405,389,6384,1822,1452529481,1402951877,1,
lucmgaldino,1925139517,691,262,10924,32700,1452528886,1380673983,1,
ca_sud2001,420974731,94,404,52,278,1452529817,1322216247,1,
Madcatche,4704541501,12,31,38,192,1452528389,1451847227,1,
Chloegvnn4,4252315589,564,1220,2041,872,1452537338,1448226080,1,
heathernb15,2275321521,1030,1914,173,693,1452530283,1389465573,1,
Ivy_Dazy,3330223043,805,4018,776,78,1452532953,1434491154,1,
Marissa_redden,4743728263,28,99,0,0,NULL,1452523690,2,
AnninaLago,4718181519,9,67,7,10,1452538996,1452027523,1,
noel_sartori,547344085,14,49,3,1,1432868739,1333776024,1,
angilasapkota_,1425156614,975,913,3545,4107,1452538135,1368439838,1,
fallenstacie,64864005,329,2006,1412,9869,1452538610,1250033678,1,
mrsbenhoward,1628436146,110,73,201,225,1450860766,1375034951,1,
PMyrvold,593697610,5,26,0,0,NULL,1338297191,2,
Tracyhayss,2480501025,51,98,912,718,1452457004,1397360803,1,
indianhotelier,4723791432,6,80,1,3,1452453854,1452177716,1,
TheAnimeDreamer,1058015808,835,2162,13725,7686,1452535928,1357226060,1,
MarkyDonald,3303618778,42,64,175,212,1452536536,1432980056,1,
jpferraraiii,1400778728,12,979,0,0,NULL,1367616304,2,
robynanne,19147357,4437,4862,2388,4581,1452537404,1232293459,1,
HSmith1983,252137234,66,182,10,344,1420325438,1297697522,1,
grace_delanouve,4701243100,23,78,48,71,1452536200,1451879039,1,
nikollostakova,4717901657,10,38,58,0,NULL,1452024650,2,
Hazelgoodman13,2343228045,0,21,0,0,NULL,1392387275,2,
whoody75,2634341997,77,481,123,593,1452452700,1403525196,1,
Elliot114,302705335,298,222,47,20,1452272527,1305995613,1,
msparks123,3958770376,31,160,79,86,1452539277,1444852528,1,
aurora_vicenzi,4767302543,4,20,1,0,NULL,1452455878,2,
Pepperrr1,70697906,153,1311,279,0,NULL,1251816846,2,
llaurella_,164377861,465,130,2156,4245,1452531360,1278614647,1,
JessBernera23,4395623782,3,24,4,0,NULL,1449418545,2,
MargotDeProft,4540154295,36,153,106,40,1452531536,1450567087,1,
kayd31,2504746789,53,215,1300,0,NULL,1400426069,2,
hashmanacht,3909282982,3,42,3,0,NULL,1444397012,2,
OfficialPYNRec,767895804,2186,1332,243,2890,1452528012,1345396265,1,
lorcanla,35961044,53,832,0,6,1452527341,1240886383,1,
mohayes,16968622,923,1945,500,410,1452532296,1224953763,1,
RubiM_xo,558735499,297,319,1880,18911,1452531346,1334936522,1,
Gandalf_theCREA,628063170,223,642,3070,8350,1452531070,1341543954,1,
thereconnoitre,4775827895,53,233,0,113,1452532705,1452529997,1,
troudeclef,864904597,6,38,225,0,NULL,1349539057,2,
hunterdrewsoc,4731616334,8,31,2,1,1452318071,1452313818,1,
Skeezo62,938344320,65,600,3,27,1452532330,1352521015,1,
nicolafeola,373046980,145,886,0,2,1447366023,1315951715,1,
eliselyall99,4767214935,53,139,1,1,1452529868,1452455583,1,
kaitlynhanz,314860123,38,98,2,14,1452539575,1307746405,1,
namenotloaded,4775679736,14,84,2,0,NULL,1452528187,2,
Gina_Ledgard,1512942824,38,184,11,21,1448557867,1371117491,1,
bucketofrocks,250839813,35,54,94,62,1452529394,1297463811,1,
Annafelix_,2615232335,405,389,6384,1822,1452529481,1402951877,1,
lucmgaldino,1925139517,691,262,10924,32700,1452528886,1380673983,1,
ca_sud2001,420974731,93,404,52,278,1452529817,1322216247,1,
Madcatche,4704541501,12,31,38,192,1452528389,1451847227,1,
Chloegvnn4,4252315589,564,1220,2041,872,1452537338,1448226080,1,
heathernb15,2275321521,1030,1914,173,693,1452530283,1389465573,1,
Ivy_Dazy,3330223043,805,4018,776,78,1452532953,1434491154,1,
Marissa_redden,4743728263,30,99,0,0,NULL,1452523690,2,
AnninaLago,4718181519,9,67,7,10,1452538996,1452027523,1,
noel_sartori,547344085,14,49,3,1,1432868739,1333776024,1,
angilasapkota_,1425156614,975,913,3545,4107,1452538135,1368439838,1,
fallenstacie,64864005,329,2006,1412,9869,1452538610,1250033678,1,
mrsbenhoward,1628436146,110,73,201,225,1450860766,1375034951,1,
PMyrvold,593697610,5,26,0,0,NULL,1338297191,2,
Tracyhayss,2480501025,51,98,912,718,1452457004,1397360803,1,
indianhotelier,4723791432,6,80,1,3,1452453854,1452177716,1,
TheAnimeDreamer,1058015808,835,2162,13725,7686,1452535928,1357226060,1,
MarkyDonald,3303618778,42,64,175,212,1452536536,1432980056,1,
jpferraraiii,1400778728,12,979,0,0,NULL,1367616304,2,
robynanne,19147357,4437,4862,2388,4581,1452537404,1232293459,1,
HSmith1983,252137234,66,182,10,344,1420325438,1297697522,1,
grace_delanouve,4701243100,23,78,48,71,1452536200,1451879039,1,
nikollostakova,4717901657,10,38,58,0,NULL,1452024650,2,
Hazelgoodman13,2343228045,0,21,0,0,NULL,1392387275,2,
whoody75,2634341997,77,481,123,593,1452452700,1403525196,1,
Elliot114,302705335,298,222,47,20,1452272527,1305995613,1,
msparks123,3958770376,31,160,79,86,1452539277,1444852528,1,
aurora_vicenzi,4767302543,4,20,1,0,NULL,1452455878,2,
Pepperrr1,70697906,153,1311,279,0,NULL,1251816846,2,
llaurella_,164377861,465,130,2156,4245,1452531360,1278614647,1,
JessBernera23,4395623782,3,24,4,0,NULL,1449418545,2,
MargotDeProft,4540154295,36,153,106,40,1452531536,1450567087,1,
kayd31,2504746789,53,215,1300,0,NULL,1400426069,2,
hashmanacht,3909282982,4,42,3,0,NULL,1444397012,2,
OfficialPYNRec,767895804,2186,1332,243,2890,1452528012,1345396265,1,
lorcanla,35961044,53,832,0,6,1452527341,1240886383,1,
mohayes,16968622,923,1945,500,410,1452532296,1224953763,1,
RubiM_xo,558735499,297,319,1880,18911,1452531346,1334936522,1,
Gandalf_theCREA,628063170,223,642,3070,8350,1452531070,1341543954,1,
AnninaLago,4718181519,9,67,7,10,1452538996,1452027523,1,
noel_sartori,547344085,14,49,3,1,1432868739,1333776024,1,
angilasapkota_,1425156614,975,913,3545,4107,1452538135,1368439838,1,
fallenstacie,64864005,329,2007,1412,9869,1452538610,1250033678,1,
mrsbenhoward,1628436146,110,73,201,225,1450860766,1375034951,1,
PMyrvold,593697610,5,27,0,0,NULL,1338297191,2,
Tracyhayss,2480501025,51,98,912,718,1452457004,1397360803,1,
indianhotelier,4723791432,6,80,1,3,1452453854,1452177716,1,
TheAnimeDreamer,1058015808,835,2162,13725,7686,1452535928,1357226060,1,
MarkyDonald,3303618778,42,64,175,212,1452536536,1432980056,1,
jpferraraiii,1400778728,12,979,0,0,NULL,1367616304,2,
robynanne,19147357,4437,4862,2388,4581,1452537404,1232293459,1,
HSmith1983,252137234,66,182,10,344,1420325438,1297697522,1,
grace_delanouve,4701243100,23,78,48,71,1452536200,1451879039,1,
nikollostakova,4717901657,10,38,58,0,NULL,1452024650,2,
Hazelgoodman13,2343228045,0,21,0,0,NULL,1392387275,2,
whoody75,2634341997,77,481,123,593,1452452700,1403525196,1,
Elliot114,302705335,298,222,47,20,1452272527,1305995613,1,
msparks123,3958770376,31,160,79,86,1452539277,1444852528,1,
aurora_vicenzi,4767302543,4,20,1,0,NULL,1452455878,2,
Pepperrr1,70697906,153,1311,279,0,NULL,1251816846,2,
llaurella_,164377861,465,130,2156,4245,1452531360,1278614647,1,
JessBernera23,4395623782,3,24,4,0,NULL,1449418545,2,
MargotDeProft,4540154295,37,153,106,40,1452531536,1450567087,1,
kayd31,2504746789,53,215,1300,0,NULL,1400426069,2,
hashmanacht,3909282982,4,42,3,0,NULL,1444397012,2,
OfficialPYNRec,767895804,2187,1332,243,2890,1452528012,1345396265,1,
lorcanla,35961044,53,832,0,6,1452527341,1240886383,1,
mohayes,16968622,923,1945,500,410,1452532296,1224953763,1,
RubiM_xo,558735499,297,319,1880,18911,1452531346,1334936522,1,
Gandalf_theCREA,628063170,223,642,3070,8350,1452531070,1341543954,1,
thereconnoitre,4775827895,53,233,0,113,1452532705,1452529997,1,
troudeclef,864904597,6,38,225,0,NULL,1349539057,2,
hunterdrewsoc,4731616334,8,31,2,1,1452318071,1452313818,1,
Skeezo62,938344320,67,600,3,27,1452532330,1352521015,1,
nicolafeola,373046980,145,886,0,2,1447366023,1315951715,1,
eliselyall99,4767214935,53,139,1,1,1452529868,1452455583,1,
kaitlynhanz,314860123,38,98,2,14,1452539575,1307746405,1,
namenotloaded,4775679736,14,84,2,0,NULL,1452528187,2,
Gina_Ledgard,1512942824,38,184,11,21,1448557867,1371117491,1,
bucketofrocks,250839813,35,54,94,62,1452529394,1297463811,1,
Annafelix_,2615232335,405,389,6384,1822,1452529481,1402951877,1,
lucmgaldino,1925139517,691,262,10924,32700,1452528886,1380673983,1,
ca_sud2001,420974731,93,404,52,278,1452529817,1322216247,1,
Madcatche,4704541501,12,31,38,192,1452528389,1451847227,1,
Chloegvnn4,4252315589,564,1220,2041,872,1452537338,1448226080,1,
heathernb15,2275321521,1030,1914,173,693,1452530283,1389465573,1,
Ivy_Dazy,3330223043,805,4018,776,78,1452532953,1434491154,1,
Marissa_redden,4743728263,31,99,0,0,NULL,1452523690,2,
AnninaLago,4718181519,9,67,7,10,1452538996,1452027523,1,
noel_sartori,547344085,14,49,3,1,1432868739,1333776024,1,
angilasapkota_,1425156614,975,913,3545,4107,1452538135,1368439838,1,
fallenstacie,64864005,329,2007,1412,9869,1452538610,1250033678,1,
mrsbenhoward,1628436146,110,73,201,225,1450860766,1375034951,1,
PMyrvold,593697610,5,28,0,0,NULL,1338297191,2,
Tracyhayss,2480501025,51,98,912,718,1452457004,1397360803,1,
indianhotelier,4723791432,6,80,1,3,1452453854,1452177716,1,
TheAnimeDreamer,1058015808,835,2162,13727,7687,1452540073,1357226060,1,
MarkyDonald,3303618778,42,64,175,212,1452536536,1432980056,1,
jpferraraiii,1400778728,12,979,0,0,NULL,1367616304,2,
robynanne,19147357,4437,4863,2388,4581,1452537404,1232293459,1,
HSmith1983,252137234,66,182,10,344,1420325438,1297697522,1,
grace_delanouve,4701243100,23,78,48,71,1452536200,1451879039,1,
nikollostakova,4717901657,10,38,58,0,NULL,1452024650,2,
Hazelgoodman13,2343228045,0,21,0,0,NULL,1392387275,2,
whoody75,2634341997,76,481,123,593,1452452700,1403525196,1,
Elliot114,302705335,298,222,47,20,1452272527,1305995613,1,
msparks123,3958770376,31,160,79,86,1452539277,1444852528,1,
aurora_vicenzi,4767302543,4,20,1,0,NULL,1452455878,2,
Pepperrr1,70697906,153,1311,279,0,NULL,1251816846,2,
llaurella_,164377861,465,130,2156,4245,1452531360,1278614647,1,
JessBernera23,4395623782,3,24,4,0,NULL,1449418545,2,
MargotDeProft,4540154295,37,153,106,40,1452531536,1450567087,1,
kayd31,2504746789,53,215,1300,0,NULL,1400426069,2,
hashmanacht,3909282982,4,42,3,0,NULL,1444397012,2,
OfficialPYNRec,767895804,2187,1332,243,2890,1452528012,1345396265,1,
lorcanla,35961044,53,832,0,6,1452527341,1240886383,1,
mohayes,16968622,922,1945,500,410,1452532296,1224953763,1,
RubiM_xo,558735499,297,319,1880,18911,1452531346,1334936522,1,
Gandalf_theCREA,628063170,223,642,3070,8350,1452531070,1341543954,1,
thereconnoitre,4775827895,53,233,0,113,1452532705,1452529997,1,
troudeclef,864904597,6,38,225,0,NULL,1349539057,2,
hunterdrewsoc,4731616334,8,31,2,1,1452318071,1452313818,1,
Skeezo62,938344320,67,600,3,27,1452532330,1352521015,1,
nicolafeola,373046980,145,886,0,2,1447366023,1315951715,1,
eliselyall99,4767214935,53,139,1,1,1452529868,1452455583,1,
kaitlynhanz,314860123,38,98,2,14,1452539575,1307746405,1,
namenotloaded,4775679736,14,84,2,0,NULL,1452528187,2,
Gina_Ledgard,1512942824,38,184,11,21,1448557867,1371117491,1,
bucketofrocks,250839813,35,54,94,62,1452529394,1297463811,1,
Annafelix_,2615232335,405,389,6384,1822,1452529481,1402951877,1,
lucmgaldino,1925139517,691,262,10924,32700,1452528886,1380673983,1,
ca_sud2001,420974731,93,404,52,278,1452529817,1322216247,1,
Madcatche,4704541501,12,31,38,192,1452528389,1451847227,1,
Chloegvnn4,4252315589,564,1220,2041,872,1452537338,1448226080,1,
heathernb15,2275321521,1030,1914,173,693,1452530283,1389465573,1,
Ivy_Dazy,3330223043,805,4018,776,78,1452532953,1434491154,1,
Marissa_redden,4743728263,31,99,0,0,NULL,1452523690,2,
AnninaLago,4718181519,9,67,7,10,1452538996,1452027523,1,
noel_sartori,547344085,14,49,3,1,1432868739,1333776024,1,
angilasapkota_,1425156614,975,913,3545,4107,1452538135,1368439838,1,
fallenstacie,64864005,329,2007,1412,9869,1452538610,1250033678,1,
mrsbenhoward,1628436146,110,73,201,225,1450860766,1375034951,1,
PMyrvold,593697610,5,28,0,0,NULL,1338297191,2,
Tracyhayss,2480501025,51,98,912,718,1452457004,1397360803,1,
indianhotelier,4723791432,6,80,1,3,1452453854,1452177716,1,
TheAnimeDreamer,1058015808,835,2163,13727,7688,1452540149,1357226060,1,
MarkyDonald,3303618778,42,64,175,212,1452536536,1432980056,1,
jpferraraiii,1400778728,12,979,0,0,NULL,1367616304,2,
